categorie,name,unitTogramme,energieKcal,energieKj,eau,proteines,glucides,sucres,lipides,agSature,fibres,sel,sodium,calcium,fer,vitamineD,vitamineC,vegan,glutenFree,pregnantPermission,Code CIQUAL,Emballage,EF(mPt/kg),ChangementClimatique(kgCO2eq/kg),AppauvrissementCoucheOzone(E-06kgCVC11eq/kg),RayonnementsIonisants(kBqU-235eq/kg),FormationPhotochimiqueOzone(E-03kgNMVOCeq/kg),Particules (E-06 disease inc./kg),Acidification terrestre et eaux douces (mol H+ eq/kg),Eutrophisation terreste (mol N eq/kg),Eutrophisation eaux douces (E-03 kg P eq/kg),Eutrophisation marine (E-03 kg N eq/kg),Utilisation du sol (Pt/kg),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg),Épuisement des ressources eau (m3 depriv./kg),Épuisement des ressources énergétiques (MJ/kg),Épuisement des ressources minéraux (E-06 kg Sb eq/kg)
SAUCES,Sauce burger,null,463,1937.192,0,01.06,13.3,10.3,33.8,3.11,0.48,2.13,847,19,0,0,0,TRUE,TRUE,TRUE,11196,V (PVC),0.5663559300000001,2.2135316,0.29805728,0.939703,12.382719,0.36995332,0.053021379,0.22435177,0.72808764,23.390148,220.02176,290.00844,6.5134591,39.031877,7.5699375
SAUCES,Caviar de tomates,null,218,912.112,64.3,2.19,6.8,6.5,19.2,1.88,3.5,02.09,835,61,1,0.25,0.5,TRUE,TRUE,TRUE,11215,,,,,,,,,,,,,,,,
SAUCES,Sauce soja sucrée,null,55,230.12,42.1,2.88,0,39.5,0.5,0.01,0,6.9,2760,18,0.62,0.25,0,TRUE,FALSE,TRUE,11216,,,,,,,,,,,,,,,,
SAUCES,Sauce teriyaki,null,90,376.56,67.7,3.82,16,13.2,01.06,0.3,0.1,6.13,3830,25,1.7,0,0,TRUE,TRUE,TRUE,11301,,,,,,,,,,,,,,,,
SAUCES,Tzatziki,null,85,355.64,77.8,6.19,3.8,2.7,10.9,0.81,0,0.88,351,88,0.09,0.03,0.51,FALSE,TRUE,TRUE,19863,,,,,,,,,,,,,,,,
SAUCES,Guacamole,null,182,761.488,70.7,2.18,5.85,2.65,16.5,3.95,5.65,1.38,543,18,0.6,0.5,359,TRUE,TRUE,TRUE,25620,V (PVC),0.47529388,2.1929096,0.26221129,0.83441498,8.4836593,0.11088848,0.016446182,0.050044964,0.58341691,11.13459,100.64212,94.298349,27.838139,38.397965,7.1098198
SAUCES,Houmous,null,285,1192.44,51.8,8.2,7.1,1.38,23.9,2.48,5.98,1.19,472,0,0,0,0,TRUE,TRUE,TRUE,25621,V (PVC),0.1843525899999999,0.9679808,0.18207378,0.75941449,4.508023,0.070232192,0.010444263,0.038506369,0.33564076,8.312801,94.301026,50.589884,3.1838577,26.081825,2.7086576
SAUCES,Caviar d'aubergine,null,76,317.984,60.5,0.71,4.3,1.85,21,0.65,2.93,1.36,562,0,0,0,0,TRUE,TRUE,TRUE,25624,,,,,,,,,,,,,,,,
SAUCES,Sauce béchamel,null,144,602.496,81.3,2.56,6.2,3.1,7.4,4.61,1.3,0.69,274,82.3,0.1,0.5,0.5,FALSE,FALSE,TRUE,11143,V (PVC),0.26627458,2.7590348,0.19597765,0.93101738,5.194620700000001,0.17044747,0.023459779,0.097665266,0.33245799,7.9710614,106.70592,36.534816,1.7997508,30.421207,3.130287
SAUCES,Sauce bolognaise,null,100,418.4,82.4,4.22,7.27,4.74,4.81,1.78,2.29,1.18,469,22.9,0.87,0.5,7.55,FALSE,TRUE,TRUE,11114,V (PVC),1.2838362,14.670624,0.41373542,1.4232354,19.971276,1.1596805,0.17227465,0.75941607,0.77968005,38.085762,809.24847,141.12229,4.8635208,52.719024,8.449859199999999
SAUCES,Sauce au curry,null,77.4,323.8416,81.1,01.02,10.6,5.83,3.16,2.11,1.28,1.12,447,22.4,0.5,3.35,01.05,FALSE,TRUE,TRUE,11132,V (PVC),0.12079593,0.80837875,0.1557264199999999,0.8556024,2.5865813,0.043894231,0.0053038917,0.017727638,0.14854177,3.0769302,20.23466,23.732827,1.5242706,26.934465,1.6921596
SAUCES,Sauce aigre douce,null,106,443.504,78,0.55,20.1,15.9,0.2,0.063,0.97,01.01,406,13,0.6,0,6,TRUE,TRUE,TRUE,11163,V (PVC),0.18029508,0.98571664,0.18687842,0.90231249,3.849465,0.079503491,0.010002992,0.037287289,0.22753296,4.9754697000000006,27.406918,58.494634,2.7111268,30.039126,4.8679818
SAUCES,Sauce pesto,null,370,1548.08,46.6,3.94,6.6,3.2,35.4,4.39,2.5,2.64,1060,150,0.59,0.25,92.6,FALSE,TRUE,TRUE,11179,V (PVC),0.4673676,2.8933688,0.26619097,0.97447269,9.3397821,0.25575965,0.035768812,0.14834387,0.70943902,16.352268,170.36475,182.27367,8.0057577,37.653799,5.7534878
SAUCES,Sauce tomate aux petits LEGUMES,null,74,309.616,0,1.54,7.57,5.22,2.9,0.35,2.12,0.99,389,0,0,0,0,TRUE,TRUE,TRUE,11207,V (PVC),0.2126082,1.0323948,0.19391371,0.89192038,4.4888656000000005,0.066562509,0.0086362792,0.031762195,0.25246993,3.7722926,2.3816503,111.94221,4.2510935,30.69051,5.4529082
SAUCES,Sauce pesto rosso,null,324,1355.616,0,4.8,8.58,2.75,27,3.95,4.15,1.99,775,0,0,0,0,FALSE,TRUE,TRUE,11210,V (PVC),0.4673676,2.8933688,0.26619097,0.97447269,9.3397821,0.25575965,0.035768812,0.14834387,0.70943902,16.352268,170.36475,182.27367,8.0057577,37.653799,5.7534878
SUCRES,Vermicelles multicolores,null,420,1757.28,0,0.5,93,91,5,4,0.5,0.019,7.5,0,0,0,0,TRUE,TRUE,TRUE,11510,,,,,,,,,,,,,,,,
SUCRES,Miel,null,304,1271.936,17.6,0.56,81.7,79.8,0,0,0,0.01,4.11,7.93,0.18,0,0.8,FALSE,TRUE,TRUE,31008,V (PVC),0.26433796,1.1495103,0.070785852,0.14323499,3.7543065,0.2167420199999999,0.011746975,0.046705246,0.22584651,4.7272922,68.27335,71.747875,8.5295226,11.731986,2.1845899
SUCRES,Sucre blanc,null,398,1665.232,0.17,0,99.8,99.8,0,0,0,0.0054,2.17,3.69,0.077,0,0,TRUE,TRUE,TRUE,31016,Papier,0.14570988,0.75362651,0.087334772,0.15337322,2.7928755,0.1327743499999999,0.017166775,0.070782231,0.24180373,5.3018988,56.435135,36.121859,2.3846378,10.483474,1.8348082
SUCRES,Sucre roux,null,380,1589.92,1.31,0.12,97.3,95.5,0,0,0,0.1,41.5,83,1.91,0,0,TRUE,TRUE,TRUE,31017,Papier,0.26525761,1.061377,0.078555747,0.14355176,3.638269,0.2274033,0.012018593,0.047443708,0.26979061,4.7716958,92.749197,77.773429,8.2444573,9.6366506,2.3020183
SUCRES,Sirop d'érable,null,260,1087.84,32.3,0.04,67.1,62.6,0.06,0.007,0,0.015,6.57,106,0.11,0,0,TRUE,TRUE,TRUE,31034,,,,,,,,,,,,,,,,
SUCRES,Sucre vanillé,null,380,1589.92,0.13,0.1,99,97.2,0.33,0.053,0.37,0.0094,3.86,0,0,0,0,TRUE,TRUE,TRUE,31044,Papier,0.14570988,0.75362651,0.087334772,0.15337322,2.7928755,0.1327743499999999,0.017166775,0.070782231,0.24180373,5.3018988,56.435135,36.121859,2.3846378,10.483474,1.8348082
SUCRES,Sirop d'agave,null,310,1297.04,21.8,0.5,78.1,70.2,0.5,0.25,0,0.018,3.99,0,0,0,0,TRUE,TRUE,TRUE,31089,,,,,,,,,,,,,,,,
SUCRES,Chocolat au lait,null,537,2246.808,0.7,7.5,55.6,53.1,30.8,18.7,2.9,0.2,78,220,3.6,1.5,1.58,TRUE,TRUE,TRUE,31079,Carton,1.282654,17.574537,0.75107393,0.81004478,29.967851,0.61541984,0.084500525,0.33030917,2.2670533,53.321975,255.60704,391.74055,9.2027215,62.943395,16.476872
SUCRES,Chocolat noir,null,500,2092,0.7,6.63,42.9,38.3,33.8,22.5,12,0.023,7.73,53.7,3.7,0.25,0.15,TRUE,TRUE,TRUE,31005,Carton,1.2933437,18.5841,0.77988747,0.68897781,31.367305,0.46539741,0.06447837,0.24454461,2.0601684,60.794764,159.31315,518.18167,8.3318788,55.10046,15.533169
SUCRES,Chocolat blanc,null,539,2255.176,1.1,6.16,57.1,56,34.2,21.3,1,0.22,88,281,0.2,0,0,TRUE,TRUE,TRUE,31010,Carton,1.2979631,19.2675,0.72417297,0.7018975,30.646704,0.44716707,0.058722019,0.23323169,1.3668373,76.771046,277.37634,508.23924,7.2047362,45.083697,14.357364
SUCRES,Pâte de fruits,null,336,1405.824,15,1.69,76.6,69.2,1.8,0.0002,3.9,0.078,31,25,0.58,0.25,5.13,TRUE,TRUE,TRUE,31014,LPDE,0.44556927,1.1154082,1.7977003,0.5923053,3.5075344,0.1557536,0.013390685,0.051016932,0.27181187,4.7567802,30.600831,537.21711,6.0025135,25.991434,10.265014
SUCRES,Zeste d'orange confit,null,330,1380.72,16,0.2,82.7,82.7,0.2,0.02,1.1,0.068,27,65,1.5,0,3,TRUE,TRUE,TRUE,31021,,,,,,,,,,,,,,,,
SUCRES,Marron glacé,null,324,1355.616,18.2,0.94,79.5,56.6,0.5,0.01,0.9,0.08,32,8.1,0.28,0.25,0.5,TRUE,TRUE,TRUE,31023,,,,,,,,,,,,,,,,
SUCRES,Marshmallow,null,318,1330.512,15.6,3.67,78.7,65.6,1.42,0.067,0.23,0.092,39.3,3,0.27,0,0,TRUE,TRUE,TRUE,31050,LPDE,0.20239756,1.1830994,0.13894819,0.6257143,3.7498297,0.16479667,0.022890786,0.094340516,0.30270888,7.306518700000001,58.557564,31.388447,2.0411021,25.213609,2.561499
SUCRES,Confiture de fraise,null,251,1050.184,38.4,0.5,60.5,60.1,0.5,0.11,0.7,0.018,7,9,0.17,0,11.4,TRUE,TRUE,TRUE,31024,Verre,0.55246032,1.6271789,2.1987723,0.79994535,5.9241176,0.23396838,0.018562777,0.060722123,0.37025396,5.6883293,37.466651,630.38403,6.6619223,34.849274,13.708352
SUCRES,Confiture d'abricot,null,247,1033.448,39.2,0.5,59.7,56.8,0.3,0.041,1.1,0.013,5,8.7,0.14,0.25,6.42,TRUE,TRUE,TRUE,31037,Verre,0.21957813,1.4200785,0.25880461,0.80023166,5.6625274,0.17235538,0.018891416,0.064289761,0.32527544,4.7751896,51.636779,51.841413,2.0358843,32.008851,4.3296131
SUCRES,Confiture de cerise,null,245,1025.08,39.5,0.38,60.9,60,0.16,0,0.55,0.018,7,12,0.22,0,19.6,TRUE,TRUE,TRUE,31038,Verre,0.54271213,1.9276299,0.35937311,0.82774936,10.868469,0.18363694,0.02350989,0.084981886,0.60907242,7.453698699999999,29.416914,60.452873,38.326609,38.213462,5.7930112000000005
SUCRES,Marmelade d'orange,null,246,1029.264,38.1,0.5,59.3,56.9,0.4,0.14,1.5,0.015,6,33,0.08,0.25,8.92,TRUE,TRUE,TRUE,31039,Verre,0.20989554,1.3144162,0.25178108,0.78158677,5.0646179,0.13636016,0.014022867,0.042715604,0.26484696,3.7891102,29.743299,30.526939,5.6305064,30.593388,3.7718522
SUCRES,Confiture de prune,null,241,1008.344,39.3,0.27,59.3,59.3,0.1,0,0.87,0.04,16,0,0,0,0,TRUE,TRUE,TRUE,31053,Verre,0.55246032,1.6271789,2.1987723,0.79994535,5.9241176,0.23396838,0.018562777,0.060722123,0.37025396,5.6883293,37.466651,630.38403,6.6619223,34.849274,13.708352
SUCRES,Confiture de framboise,null,246,1029.264,39.9,0.47,61,59.5,0.21,0,0.95,0.013,5,9.9,0.28,0,2.93,TRUE,TRUE,TRUE,31062,Verre,0.42437253,1.7345627,1.319907,0.80719816,6.7351871,0.23135422,0.019410798,0.063099968,0.3910052,5.8994139,37.469579,357.0982,5.5525383,36.320682,12.899308
SUCRES,Confiture de myrtilles,null,246,1029.264,37.8,0.5,58.9,58.9,0.4,0.028,2.1,0.013,5,8.7,0.14,0.25,0.5,TRUE,TRUE,TRUE,31068,Verre,0.55246032,1.6271789,2.1987723,0.79994535,5.9241176,0.23396838,0.018562777,0.060722123,0.37025396,5.6883293,37.466651,630.38403,6.6619223,34.849274,13.708352
VEGETAL,Jambon végétale,null,242,1012.528,50.2,29.7,4.13,0.93,11.1,0.89,3.2,1.62,646,32,1.4,0.25,0.5,FALSE,TRUE,TRUE,1030,,,,,,,,,,,,,,,,
VEGETAL,Saucisse végétale au tofu,null,231,966.504,60.4,13.4,5.69,0.5,16.3,1.95,3,1.68,670,140,2,0.25,0.5,FALSE,TRUE,TRUE,20337,,,,,,,,,,,,,,,,
VEGETAL,Quenelle au tofu,null,136,569.024,73.3,11,4.97,0.97,7.2,1.13,3,01.01,405,120,1.4,0.25,0.5,FALSE,FALSE,TRUE,20338,,,,,,,,,,,,,,,,
VEGETAL,Saucisse végétale au blé ou seitan,null,250,1046,47.7,27.1,7.53,1.74,10.5,2.79,4.6,1.82,728,37,1.7,0.25,0.5,FALSE,FALSE,TRUE,25232,,,,,,,,,,,,,,,,
VEGETAL,Protéine de soja texturée,null,150,627.6,62.8,18.6,07.03,3.65,2.9,0.47,5.61,0.013,5,90,3.3,0.25,0.5,TRUE,TRUE,TRUE,20591,,,,,,,,,,,,,,,,
VEGETAL,Tofu nature,null,148,619.232,73.8,13.4,2.87,0.57,8.5,1.35,0.5,0.025,10,100,2.4,0.25,0.5,TRUE,TRUE,TRUE,20904,PP,0.092443328,0.67685595,0.13384664,0.80628225,1.9211183,0.027337517,0.0030268528,0.0093677739,0.12614566,2.9607451,29.644247,13.609895,0.32941582,24.696465,1.6254533
VEGETAL,Tofu fumé,null,164,686.176,70.3,14.9,2.91,0.85,9.5,1.53,0.5,0.74,295,62,2,0.25,0.5,TRUE,TRUE,TRUE,20912,PP,0.092443329,0.67685596,0.13384665,0.80628226,1.9211184,0.027337518,0.0030268529,0.0093677740,0.12614567,2.9607452,29.644248,13.609896,0.32941583,24.696466,1.6254534
VEGETAL,Seitan,null,134,560.656,67.8,20.6,6.74,0.81,2.5,0.38,0.9,1.13,451,20,1.5,0.25,0.5,TRUE,FALSE,TRUE,25598,,,,,,,,,,,,,,,,
VEGETAL,Dessert au soja,null,95,397.48,77.5,3.25,15.3,13.2,1.9,0.48,1.1,0.13,51,120,1.1,0.25,0.5,TRUE,TRUE,TRUE,20921,,,,,,,,,,,,,,,,
VEGETAL,Fromage à tartiner végétal,null,175,732.2,71.9,11.7,01.05,0,13.1,1.87,0.5,1.15,459,32,1.3,0.25,0.5,TRUE,TRUE,TRUE,1027,,,,,,,,,,,,,,,,
VEGETAL,Fromage râpé végétal,null,272,1138.048,54.1,0.5,21.2,0.25,20.1,17.4,2.3,1.88,751,46,0.15,0.25,0.5,TRUE,TRUE,TRUE,1029,,,,,,,,,,,,,,,,
VIANDES,Entrecôte de boeuf,null,198,828.432,62.3,25.5,0.1,0,10.7,4.75,0,0.15,58,12,2.55,0.1,0,FALSE,TRUE,TRUE,6100,PS,3.5240452,43.028967,0.82514148,1.525333,54.219231,3.413676,0.50938737,2.2557906,1.9376279,109.25265,2446.4755,296.40456,7.0769029,84.147249,15.741096
VIANDES,Faux-filet de boeuf,null,194,811.696,62,28.8,0,0,8.71,3.62,0,0,0,0,2.41,0,0,FALSE,TRUE,TRUE,6105,PS,3.5284061,42.727616,0.84122386,1.9735676,53.803431,3.4121144,0.50935673,2.2559672,1.9429876,108.85242,2443.4607,296.27806,7.1091502,90.597266,15.810823
VIANDES,Steack de boeuf,null,128,535.552,69.1,27.6,0,0,1.95,0.9,0,0.16,63.9,07.07,2.21,0,0,FALSE,TRUE,TRUE,6200,PS,3.5284061,42.727616,0.84122386,1.9735676,53.803431,3.4121144,0.50935673,2.2559672,1.9429876,108.85242,2443.4607,296.27806,7.1091502,90.597266,15.810823
VIANDES,Onglet de boeuf,null,171,715.464,0,23,0,0,8.8,0,0,0,0,0,4,0,0,FALSE,TRUE,TRUE,6205,PS,3.5284061,42.727616,0.84122386,1.9735676,53.803431,3.4121144,0.50935673,2.2559672,1.9429876,108.85242,2443.4607,296.27806,7.1091502,90.597266,15.810823
VIANDES,Steak haché de boeuf,null,210,878.64,61.2,26.1,0,0,11.8,4.63,0,0.17,68,13,2.71,0,0,FALSE,TRUE,TRUE,6253,LPDE,4.3368281,52.437532,1.0481888,2.5586221,65.995694,4.1835988,0.62477673,2.767072,2.4286243,133.81883,3002.0099,365.82568,8.7819555,113.83137,19.350738
VIANDES,Côte de porc,null,211,882.824,58.9,29.6,0,0,10.3,4.11,0,0.14,57,7.3,0.7,0.43,0.5,FALSE,TRUE,TRUE,28101,PET,1.8923122,12.068112,1.1291854,6.9215345,27.694239,1.7276536,0.24390919,1.0492544,2.2265017,55.739598,753.81382,299.35015,10.571256,197.65835,15.939518
VIANDES,Filet mignon de porc,null,168,702.912,0,26.1,0,0,7.1,2.58,0,0.13,50.4,7.27,1.1,0,0,FALSE,TRUE,TRUE,28203,PET,1.8808715,11.879148,1.1081501,6.8346397,27.451692,1.7261989,0.24398772,1.0500793,2.2026143,55.581859,753.40676,297.94964,10.542806,195.16115,15.650798
VIANDES,Echine de porc,null,295,1234.28,51.5,26.2,0.1,0,21.2,0,0,0.15,58,18,01.09,0.7,0.6,FALSE,TRUE,TRUE,28451,PET,1.8808715,11.879148,1.1081501,6.8346397,27.451692,1.7261989,0.24398772,1.0500793,2.2026143,55.581859,753.40676,297.94964,10.542806,195.16115,15.650798
VIANDES,Cuisse de poulet,null,171,715.464,66.9,24.8,0,0,08.03,2.2,0,0.26,104,11.6,1.2,0.13,0,FALSE,TRUE,TRUE,36004,PS,1.1273878,7.5848185,0.73298105,1.7169941,22.950516,0.98575427,0.1412841,0.58475164,1.8033793,33.229174,412.58148,220.75915,8.1911547,97.523799,12.142688
VIANDES,Filet de poulet,null,141,589.944,67.5,30.1,0,0,2,0.58,0,0.14,56,4.7,0.39,0.25,1.43,FALSE,TRUE,TRUE,36018,PS,1.1111394,7.3080109,0.7117531,1.6431014,22.513302,0.98238409,0.14118531,0.58533092,1.7821648,33.038515,412.17507,219.21072,8.1174269,93.872796,11.851989
VIANDES,Aile de poulet,null,247,1033.448,59.4,23.8,0,0,16.9,4.98,0,0.25,98,18,0.84,0.2,0,FALSE,TRUE,TRUE,36033,PS,1.1273878,7.5848185,0.73298105,1.7169941,22.950516,0.98575427,0.1412841,0.58475164,1.8033793,33.229174,412.58148,220.75915,8.1911547,97.523799,12.142688
VIANDES,Escalope de dinde,null,128,535.552,67.9,24.6,0.5,0,03.04,1,0,0.25,99,9,0.57,0.3,0,FALSE,TRUE,TRUE,36306,PS,1.091821,7.3499765,0.67622666,1.1290088,22.520556,0.98084936,0.14114011,0.58576739,1.7572693,33.272109,414.94278,217.94975,8.0159299,84.085394,11.514595
VIANDES,Côtelette d'agneau,null,240,1004.16,58,25.7,0,0,15.2,6.52,0,0.31,0,19.7,0,0,0,FALSE,TRUE,TRUE,21501,PS,4.8507386,50.102618,1.0062288,1.4944964,69.532807,5.096498400000001,0.75659179,3.3585121,2.5442106,159.04293,4430.6901,382.8752,12.35179,96.001708,17.883889
VIANDES,Gigot d'agneau,null,169,707.096,65.9,26.8,0,0,6.85,2.63,0,0.19,75.5,21.8,1.4,0,0,FALSE,TRUE,TRUE,21503,PS,6.0857682,62.692087,1.2907192,2.3628782,86.974962,6.372366,0.94577275,4.1977209,3.2196681000000003,198.62323,5535.0597,481.59569,15.542101,129.23893,22.65941
VIANDES,Epaule d'agneau,null,252,1054.368,53.7,30.5,0.1,0,14.5,5.26,0,0.24,95.5,8.8,2.2,0.5,6.9,FALSE,TRUE,TRUE,21506,PS,4.870604,50.065402,1.0425672,2.0132406,69.534204,5.0981527,0.75665542,3.358136,2.5698135,158.82462999999998,4428.0631,384.22624,12.45439,105.93557,18.231004
VIANDES,Lapin,null,167,698.728,68.2,20.5,0.5,0,9.2,3.42,0,0.16,63.2,13.5,2.27,0,0,FALSE,TRUE,TRUE,34002,PS,1.1273878,7.5848185,0.73298105,1.7169941,22.950516,0.98575427,0.1412841,0.58475164,1.8033793,33.229174,412.58148,220.75915,8.1911547,97.523799,12.142688
VIANDES,Chapon,null,221,924.664,58.7,29,0,0,11.7,3.26,0,0.12,49,14,1.49,0,0,FALSE,TRUE,TRUE,36051,LPDE,1.1318082,7.559682,0.73791642,1.7529489,23.088262,0.98741131,0.14164154,0.58574856,1.8656592,33.289648,414.31123,220.94527,8.2545231,98.701818,12.285935
VIANDES,Canard,null,331,1384.904,51.8,19,0,0,28.4,9.67,0,0.15,59,11,2.7,0.1,0,FALSE,TRUE,TRUE,36202,PS,1.1273878,7.5848185,0.73298105,1.7169941,22.950516,0.98575427,0.1412841,0.58475164,1.8033793,33.229174,412.58148,220.75915,8.1911547,97.523799,12.142688
VIANDES,Magret de canard,null,222,928.848,61.7,26.7,0,0,12.8,2.46,0,01.09,435,5,4.8,0.93,3.5,FALSE,TRUE,TRUE,36205,PS,1.1111394,7.3080109,0.7117531,1.6431014,22.513302,0.98238409,0.14118531,0.58533092,1.7821648,33.038515,412.17507,219.21072,8.1174269,93.872796,11.851989
VIANDES,Coeur de boeuf,null,133,556.472,0,23,0.15,0,4.5,1.81,0,0.15,59,5,6.7,0.1,0,FALSE,TRUE,FALSE,40052,PS,2.1951201,26.789611,0.5060167799999999,0.89630681,33.764718,2.1342131,0.31847189,1.4105844,1.1926849,68.093065,1528.9602,183.01011,4.412939,50.836966,9.7284937
VIANDES,Coeur de poulet,null,177,740.568,64.9,26.4,0.1,0,7.92,2.26,0,0.12,48,19,09.03,0,1.8,FALSE,TRUE,FALSE,40054,PS,0.20736134,1.563809,0.15930719,0.34262395,4.6079538,0.17066982,0.023801868,0.096676705,0.30792055,5.5767688,67.453701,37.403713,1.4574521,21.929226,2.5284534
VIANDES,Coeur de dinde,null,167,698.728,67.2,24.9,0,0,7.52,1.9,0,0.35,140,21,6.96,0,0,FALSE,TRUE,FALSE,40055,PS,0.20736134,1.563809,0.15930719,0.34262395,4.6079538,0.17066982,0.023801868,0.096676705,0.30792055,5.5767688,67.453701,37.403713,1.4574521,21.929226,2.5284534
VIANDES,Coeur d'agneau,null,179,748.936,64.2,25,1.93,0,7.91,3.14,0,0.16,63,14,5.52,0,7,FALSE,TRUE,FALSE,40058,PS,2.5026741,25.881414,0.5324011599999999,0.79737531,36.106367,2.6244849,0.38924551,1.7269782,1.3130284,81.711964,2276.4727,197.13963,6.4132684,51.75619,9.405121
VIANDES,Foie de veau,null,121,506.264,67.7,19,4.47,0,03.02,0.98,0,0.2,81.5,6.5,4.5,2.52,13.2,FALSE,TRUE,FALSE,40107,PS,2.4127534,26.607947,0.93500476,2.2510668,45.542575,1.6766734,0.25066416,1.072366,2.392687,166.95711999999995,1626.0797,337.19514,7.2305612,126.35377,14.065976999999998
VIANDES,Foie de volaille,null,164,686.176,65.4,25.8,0,0,6.4,2.5,0,0.25,99,6.6,12,1.29,0.5,FALSE,TRUE,FALSE,40108,PS,0.20736134,1.563809,0.15930719,0.34262395,4.6079538,0.17066982,0.023801868,0.096676705,0.30792055,5.5767688,67.453701,37.403713,1.4574521,21.929226,2.5284534
VIANDES,Foie de porc,null,159,665.256,64.3,26,3.76,0,4.4,1.41,0,0.12,49,10,17.9,0,23.6,FALSE,TRUE,FALSE,40113,PS,0.39561361,2.6622392,0.30585601,1.9229001,6.071288200000001,0.32598792,0.04579529,0.19483615,0.40742885,10.457317000000002,125.05059,53.417936,2.0768236,55.148313,3.6601265
VIANDES,Foie de poulet,null,160,669.44,66.8,24.5,0.8,0,6.51,02.06,0,0.19,76,11,11.6,0,27.9,FALSE,TRUE,FALSE,40116,PS,0.31549744,2.2052922,0.27162472,1.0853278,6.4978478,0.23808542,0.033073196,0.1333971,0.46241601,7.7444956,92.764604,54.497593,2.1233153,43.044832,4.015494899999999
VIANDES,Foie de dinde,null,182,761.488,64,27,0,0,8.18,2.3,0,0.25,98,19,1.79,0,22.6,FALSE,TRUE,FALSE,40118,PS,0.31549744,2.2052922,0.27162472,1.0853278,6.4978478,0.23808542,0.033073196,0.1333971,0.46241601,7.7444956,92.764604,54.497593,2.1233153,43.044832,4.015494899999999
VIANDES,Langue de veau,null,237,991.608,64.1,21,0,0,17,4.83,0,0.16,64,9,2.6,0,6,FALSE,TRUE,FALSE,40201,PS,2.4127534,26.607947,0.93500476,2.2510668,45.542575,1.6766734,0.25066416,1.072366,2.392687,166.95711999999995,1626.0797,337.19514,7.2305612,126.35377,14.065976999999998
VIANDES,Langue de boeuf,null,235,983.24,59.6,23.7,0,0,15.6,06.05,0,0.21,82.5,14.5,3.5,0.4,1.3,FALSE,TRUE,FALSE,40203,PS,3.0401339,36.782495,0.74686225,1.8442652,46.463251,2.9295295,0.43697968,1.9343806,1.6751694,93.436069,2096.0629,254.08141,6.1744241,82.668896,13.884646
VIANDES,Rognon de boeuf,null,171,715.464,66.9,27,0,0,7,1.29,0,0.24,94,19,9.5,1.1,0,FALSE,TRUE,FALSE,40402,PS,2.1951201,26.789611,0.5060167799999999,0.89630681,33.764718,2.1342131,0.31847189,1.4105844,1.1926849,68.093065,1528.9602,183.01011,4.412939,50.836966,9.7284937
VIANDES,Rognon de porc,null,144,602.496,68.7,25.4,0,0,4.7,1.51,0,0.2,80,13,5.29,0,10.6,FALSE,TRUE,FALSE,40404,PS,0.2658101,1.8971747,0.18428063,0.95367494,4.2967571,0.2347991,0.033083273,0.14149957,0.2678046599999999,7.5559076,91.007948,36.616049,1.4235341,30.759322,2.2691944
VIANDES,Rognon d'agneau,null,127,531.368,70.5,23.7,0,0,3.62,1.23,0,0.38,151,18,12.4,0,12,FALSE,TRUE,FALSE,40407,PS,2.5026741,25.881414,0.5324011599999999,0.79737531,36.106367,2.6244849,0.38924551,1.7269782,1.3130284,81.711964,2276.4727,197.13963,6.4132684,51.75619,9.405121
VIANDES,Rognon de veau,null,167,698.728,67.7,26,0,0,7,2.14,0,0.28,0,0,5,0,0,FALSE,TRUE,FALSE,40409,PS,1.7374146,19.366768,0.64327616,1.193089,33.093038,1.2201918,0.18254537,0.78170153,1.71615,121.73035,1186.0839,243.64573,5.1834439,82.707269,9.8607835
VIANDES,Gésier de canard,null,149,623.416,63.4,32.4,0,0.2,2.1,0.7,1,1.92,766,8.5,9.4,0.5,1,FALSE,TRUE,FALSE,40701,,,,,,,,,,,,,,,,
VIANDES,Jambon,null,125,523,73.3,20.8,0.81,0.77,4.28,1.58,0.15,1.79,749,20,0.54,0.5,18.1,FALSE,TRUE,TRUE,28900,PET,0.95318804,6.3428262,0.53656484,2.9445571,14.020787,0.8955770000000001,0.12864325,0.55535903,1.122945,29.694075,359.55353,138.94654,5.3347899,90.321386,7.960167
VIANDES,Dés de jambon,null,121,506.264,0,17.9,02.08,1.69,4.46,1.81,0.36,02.06,811,0,0,0,0,FALSE,TRUE,TRUE,28922,PET,0.95318804,6.3428262,0.53656484,2.9445571,14.020787,0.8955770000000001,0.12864325,0.55535903,1.122945,29.694075,359.55353,138.94654,5.3347899,90.321386,7.960167
VIANDES,Jambon de poulet,null,106,443.504,74.3,20.7,1.39,1.13,1.79,0.54,0.53,1.86,766,6.3,0.34,0.5,17.9,FALSE,TRUE,TRUE,28963,PS,0.8156948,5.4735318,0.49739933,0.77606639,16.868435,0.7389224200000001,0.10630767,0.44147038,1.3157017000000002,24.880194000000003,311.11048,163.14495,6.0367358,61.098547,8.537292899999999
VIANDES,Jambon de dinde,null,104,435.136,74,20.9,1.29,01.08,1.67,0.54,0.39,1.9,763,7.1,0.35,0.5,26.3,FALSE,TRUE,TRUE,28964,PS,0.8156948,5.4735318,0.49739933,0.77606639,16.868435,0.7389224200000001,0.10630767,0.44147038,1.3157017000000002,24.880194000000003,311.11048,163.14495,6.0367358,61.098547,8.537293
